Date,StockPrice,LogPrice,Returns,LogReturns,Volatility
1996-03-01,644.3699998,6.468273095,0.006152116,0.006133269,0.047276025
1996-03-04,650.81,6.478217741,0.009994258,0.009944646,0.046775807
1996-03-05,655.7900002,6.485840616,0.007652003,0.007622875,0.041073215
1996-03-06,652,6.480044562,-0.005779289,-0.005796054,0.045675297
1996-03-07,653.65,6.48257204,0.002530675,0.002527478,0.044974989
1996-03-08,633.5000002,6.45126,-0.030826895,-0.03131204,0.087094144
1996-03-11,640.0200001,6.461499426,0.010292028,0.010239426,0.074088222
1996-03-12,637.0900001,6.456910933,-0.004577982,-0.004588493,0.070986812
1996-03-13,638.55,6.459199981,0.00229167,0.002289048,0.061382437
1996-03-14,640.8699998,6.462826628,0.003633231,0.003626647,0.04937699
1996-03-15,641.4300001,6.463700059,0.000873813,0.000873431,0.045475226
1996-03-18,652.6500001,6.481040998,0.017492166,0.017340939,0.053178708
1996-03-19,651.6900002,6.479568989,-0.001470926,-0.001472009,0.063583447
1996-03-20,649.9799999,6.476941593,-0.002623947,-0.002627396,0.066684857
1996-03-21,649.19,6.475725432,-0.001215422,-0.001216161,0.057480673
1996-03-22,650.6199997,6.477925754,0.002202744,0.002200322,0.050577525
1996-03-25,650.0399997,6.477033899,-0.000891457,-0.000891855,0.058481128
1996-03-26,652.9699997,6.481531186,0.004507415,0.004497287,0.058080936
1996-03-27,648.9099999,6.475294032,-0.006217743,-0.006237154,0.058981345
1996-03-28,648.9400003,6.475340263,4.62E-05,4.62E-05,0.061682583
1996-03-29,645.4999998,6.47002521,-0.005300953,-0.005315053,0.068885847
1996-04-01,653.7299999,6.482694422,0.012749806,0.012669212,0.059081401
1996-04-02,655.2599997,6.485032103,0.002340416,0.002337681,0.044574817
1996-04-03,655.8799997,6.485977845,0.000946189,0.000945742,0.043374261
1996-04-04,655.8600003,6.485947352,-3.05E-05,-3.05E-05,0.041873579
1996-04-08,644.2399997,6.468071327,-0.017717197,-0.017876025,0.06728512
1996-04-09,642.19,6.46488421,-0.003182044,-0.003187117,0.053278763
1996-04-10,633.5000002,6.45126,-0.013531821,-0.01362421,0.082291941
1996-04-11,631.1799998,6.447591083,-0.003662195,-0.003668917,0.076589359
1996-04-12,636.7100001,6.456314293,0.008761368,0.00872321,0.053879026
1996-04-15,642.4899997,6.465351252,0.009077916,0.009036959,0.048376535
1996-04-16,645.0000001,6.469250317,0.003906676,0.003899065,0.044574817
1996-04-17,641.6099997,6.463980642,-0.005255815,-0.005269675,0.050777626
1996-04-18,643.6100003,6.467092953,0.003117159,0.003112311,0.044174625
1996-04-19,645.07,6.469358838,0.002268454,0.002265885,0.031268759
1996-04-22,647.8900001,6.473720929,0.004371619,0.004362091,0.033869941
1996-04-23,651.5800003,6.479400183,0.005695412,0.005679254,0.030168258
1996-04-24,650.1699999,6.477233867,-0.002163971,-0.002166316,0.029167804
1996-04-25,652.8699998,6.481378028,0.00415276,0.004144161,0.02726694
1996-04-26,653.4599998,6.482281322,0.000903702,0.000903294,0.027567076
1996-04-29,654.1600001,6.48335197,0.001071221,0.001070648,0.034570259
1996-04-30,654.1700003,6.483367257,1.53E-05,1.53E-05,0.038371987
1996-05-01,654.5800003,6.483993809,0.000626748,0.000626552,0.040773079
1996-05-02,643.3799997,6.466735529,-0.017110209,-0.01725828,0.066284685
1996-05-03,641.6300003,6.464011814,-0.002720009,-0.002723715,0.047075954
1996-05-06,640.8099999,6.462733001,-0.001277996,-0.001278813,0.049276944
1996-05-07,638.2600001,6.458745724,-0.003979338,-0.003987277,0.048776727
1996-05-08,644.77,6.468893664,0.010199605,0.01014794,0.03787176
1996-05-09,645.4400002,6.469932255,0.001039131,0.001038591,0.049977262
1996-05-10,652.0899999,6.480182589,0.010303049,0.010250334,0.036170987
1996-05-13,661.5100003,6.494525101,0.014445859,0.014342512,0.03166894
1996-05-14,665.6000003,6.50068889,0.006182824,0.006163789,0.029067758
1996-05-15,665.4199998,6.50041842,-0.000270433,-0.00027047,0.035970896
1996-05-16,664.8499998,6.499561451,-0.000856602,-0.000856969,0.037171442
1996-05-17,668.91,6.505649522,0.006106641,0.006088071,0.031368804
1996-05-20,673.1499997,6.511968187,0.00633867,0.006318665,0.038071851
1996-05-21,672.7600001,6.511388654,-0.000579365,-0.000579533,0.04007276
1996-05-22,678.4199999,6.519766565,0.008413104,0.008377911,0.035070487
1996-05-23,676,6.516193076,-0.003567112,-0.003573489,0.041773533
1996-05-24,678.5100003,6.519899218,0.003713018,0.003706142,0.035470668
1996-05-28,672.2300001,6.510600544,-0.009255575,-0.009298674,0.049276944
1996-05-29,667.9300002,6.504183378,-0.00639662,-0.006417166,0.05157799
1996-05-30,671.6999998,6.509811812,0.005644303,0.005628434,0.040272851
1996-05-31,669.1199998,6.505963416,-0.003841,-0.003848396,0.040773079
1996-06-03,667.6800001,6.503809017,-0.00215208,-0.002154399,0.048676681
1996-06-04,672.5600001,6.511091327,0.007308891,0.00728231,0.041873579
1996-06-05,678.44,6.519796045,0.008742714,0.008704718,0.040472952
1996-06-06,673.0299999,6.511789905,-0.007974176,-0.00800614,0.04847658
1996-06-07,673.3100002,6.512205848,0.00041603,0.000415943,0.041073215
1996-06-10,672.1599997,6.510496407,-0.001707981,-0.001709441,0.047876317
1996-06-11,670.9700003,6.508724427,-0.001770411,-0.00177198,0.046875853
1996-06-12,669.04,6.505843849,-0.002876433,-0.002880578,0.050077308
1996-06-13,667.9200001,6.504168406,-0.00167404,-0.001675443,0.051277864
1996-06-14,665.85,6.50106442,-0.003099174,-0.003103986,0.066484756
1996-06-17,665.1599999,6.500027613,-0.00103627,-0.001036807,0.05467939
1996-06-18,662.0599998,6.495356186,-0.004660533,-0.004671427,0.054579364
1996-06-19,661.9599999,6.495205131,-0.000151044,-0.000151055,0.055479774
1996-06-20,662.1,6.495416602,0.000211493,0.000211471,0.049777161
1996-06-21,666.8399999,6.502550137,0.007159039,0.007133535,0.038071851
1996-06-24,668.8500002,6.50555982,0.003014217,0.003009683,0.039172351
1996-06-25,668.4799998,6.505006478,-0.000553189,-0.000553342,0.034370168
1996-06-26,664.3899997,6.498869326,-0.006118358,-0.006137152,0.032369259
1996-06-27,668.55,6.505111188,0.006261383,0.006241862,0.021964529
1996-06-28,670.6299999,6.508217569,0.003111211,0.003106381,0.01686221
1996-07-01,675.8799997,6.516015545,0.007828459,0.007797976,0.017862665
1996-07-02,673.6099997,6.512651308,-0.003358584,-0.003364237,0.021964529
1996-07-03,672.4000003,6.510853402,-0.001796291,-0.001797906,0.02216462
1996-07-05,657.4399999,6.488353505,-0.022248662,-0.022499897,0.04097317
1996-07-08,652.54,6.48087244,-0.007453151,-0.007481065,0.04427467
1996-07-09,654.7499997,6.484253483,0.003386765,0.003381043,0.034970441
1996-07-10,656.0599999,6.486252248,0.002000764,0.001998765,0.035170532
1996-07-11,645.6699998,6.470288537,-0.015836966,-0.015963711,0.058180981
1996-07-12,646.1899999,6.471093578,0.000805365,0.000805041,0.050977717
1996-07-15,629.8000002,6.445402309,-0.025364057,-0.025691269,0.081191461
1996-07-16,628.37,6.443129165,-0.002270562,-0.002273144,0.081091405
1996-07-17,634.0699997,6.452159358,0.009071088,0.009030193,0.072287393
1996-07-18,643.5600001,6.467015263,0.014966802,0.014855905,0.059381537
1996-07-19,638.7300001,6.45948183,-0.007505128,-0.007533433,0.05267849
1996-07-22,633.7700003,6.451686113,-0.007765409,-0.007795717,0.084192815
1996-07-23,626.8700002,6.440739183,-0.01088723,-0.01094693,0.095597989
1996-07-24,626.65,6.440388171,-0.00035095,-0.000351012,0.094497509
1996-07-25,631.1700001,6.44757524,0.007212958,0.007187069,0.073988166
1996-07-26,635.8999998,6.455041318,0.007494019,0.007466078,0.054579364
1996-07-29,630.9100002,6.447163222,-0.007847145,-0.007878096,0.08099136
1996-07-30,635.2600001,6.454034364,0.006894802,0.006871142,0.085393371
1996-07-31,639.9499998,6.461390048,0.007382803,0.007355684,0.074688485
1996-08-01,650.0200002,6.477003132,0.015735605,0.015613084,0.067685312
1996-08-02,662.4899997,6.496005463,0.019184024,0.019002331,0.041973634
1996-08-05,660.2299999,6.492588259,-0.003411372,-0.003417204,0.053678955
1996-08-06,662.3799997,6.495839409,0.003256441,0.00325115,0.04937699
1996-08-07,664.1599998,6.498523084,0.002687279,0.002683675,0.042473852
1996-08-08,662.5900002,6.496156398,-0.002363888,-0.002366686,0.040472952
1996-08-09,662.1,6.495416602,-0.000739522,-0.000739796,0.037771714
1996-08-12,665.7700003,6.500944266,0.00554297,0.005527664,0.035770805
1996-08-13,660.1999997,6.492542819,-0.008366253,-0.008401447,0.044174625
1996-08-14,662.0500001,6.495341082,0.002802182,0.002798263,0.039672578
1996-08-15,662.2799998,6.495688427,0.000347405,0.000347345,0.034670305
1996-08-16,665.2099998,6.50010278,0.004424111,0.004414353,0.028167349
1996-08-19,666.5799997,6.502160162,0.0020595,0.002057382,0.032769441
1996-08-20,665.6900002,6.500824097,-0.001335173,-0.001336065,0.027366985
1996-08-21,665.0699998,6.499892298,-0.000931365,-0.000931799,0.02526603
1996-08-22,670.68,6.508292123,0.008435203,0.008399825,0.017162347
1996-08-23,667.0299997,6.502835022,-0.005442238,-0.005457101,0.021864484
1996-08-26,663.8799998,6.49810141,-0.004722426,-0.004733612,0.033869941
1996-08-27,666.4000001,6.501890091,0.003795867,0.003788681,0.031168713
1996-08-28,664.8100003,6.499501286,-0.002385954,-0.002388805,0.031068668
1996-08-29,657.3999998,6.488292661,-0.011146042,-0.011208625,0.042273751
1996-08-30,651.9899997,6.480029224,-0.008229389,-0.008263437,0.050177353
1996-09-03,654.7199998,6.484207663,0.004187181,0.004178439,0.064783983
1996-09-04,655.61,6.4855661,0.00135936,0.001358437,0.066484756
1996-09-05,649.4399999,6.476110453,-0.009411083,-0.009455647,0.08519327
1996-09-06,655.68,6.485672865,0.009608278,0.009562412,0.051077763
1996-09-09,663.7599998,6.497920638,0.012323084,0.012247773,0.043674407
1996-09-10,663.81,6.497995964,7.53E-05,7.53E-05,0.042573897
1996-09-11,667.28,6.503209748,0.005227399,0.005213784,0.040673023
1996-09-12,671.15,6.508992659,0.005799664,0.005782911,0.039772624
1996-09-13,680.5400002,6.522886601,0.013990911,0.013893942,0.032069122
1996-09-16,683.9799997,6.527928677,0.005054809,0.005042076,0.034370168
1996-09-17,682.94,6.526407008,-0.001520512,-0.001521669,0.037471578
1996-09-18,681.4700003,6.52425223,-0.002152458,-0.002154778,0.038672124
1996-09-19,683.0000003,6.52649486,0.002245147,0.00224263,0.040372907
1996-09-20,687.0299997,6.532377959,0.005900438,0.005883099,0.036571169
1996-09-23,686.4799997,6.531577091,-0.000800547,-0.000800868,0.044674842
1996-09-24,685.61,6.530308953,-0.001267334,-0.001268138,0.044574817
1996-09-25,685.8300003,6.530629784,0.000320882,0.000320831,0.042273751
1996-09-26,685.8599998,6.530673525,4.37E-05,4.37E-05,0.041173271
1996-09-27,686.1899998,6.531154557,0.000481148,0.000481032,0.041073215
1996-09-30,687.3100002,6.532785428,0.001632202,0.001630871,0.04957709
1996-10-01,689.0800003,6.535357375,0.002575257,0.002571947,0.050577525
1996-10-02,694.0100003,6.54248637,0.007154467,0.007128995,0.047876317
1996-10-03,692.7799997,6.540712488,-0.00177231,-0.001773882,0.047776262
1996-10-04,701.4599998,6.553163877,0.01252923,0.012451389,0.028067303
1996-10-07,703.3399997,6.555840416,0.002680124,0.002676539,0.031168713
1996-10-08,700.64,6.551994203,-0.003838826,-0.003846213,0.03587085
1996-10-09,696.7400001,6.546412314,-0.005566339,-0.005581889,0.04097317
1996-10-10,694.61,6.543350537,-0.003057095,-0.003061777,0.042673943
1996-10-11,700.66,6.552022748,0.008709924,0.008672211,0.030768531
1996-10-14,703.5400004,6.556124734,0.004110411,0.004101986,0.031368804
1996-10-15,702.5699997,6.55474504,-0.001378743,-0.001379694,0.038371987
1996-10-16,704.41,6.557360573,0.002618956,0.002615533,0.036070941
1996-10-17,706.9900003,6.561016522,0.00366264,0.003655949,0.034170077
1996-10-18,710.8199999,6.566419233,0.005417332,0.005402711,0.030868577
1996-10-21,709.8499999,6.56505368,-0.001364621,-0.001365553,0.039872669
1996-10-22,706.5699999,6.560422277,-0.004620695,-0.004631403,0.044074579
1996-10-23,707.2699998,6.561412488,0.000990701,0.000990211,0.044574817
1996-10-24,702.2899999,6.554346424,-0.007041158,-0.007066064,0.048976798
1996-10-25,700.9200001,6.552393758,-0.001950761,-0.001952666,0.052978637
1996-10-28,697.2599997,6.547158368,-0.005221709,-0.00523539,0.063483402
1996-10-29,701.5000003,6.5532209,0.006080946,0.006062532,0.062883139
1996-10-30,700.9000003,6.552365224,-0.00085531,-0.000855676,0.064884038
1996-10-31,705.2699998,6.558580708,0.00623484,0.006215484,0.061182366
1996-11-01,703.7699998,6.556451598,-0.002126845,-0.00212911,0.058981345
1996-11-04,706.7300003,6.560648698,0.00420592,0.0041971,0.060482047
1996-11-05,714.1400003,6.571079022,0.010484909,0.010430324,0.056580264
1996-11-06,724.5900003,6.585605978,0.014632985,0.014526956,0.049777161
1996-11-07,727.6499997,6.589820163,0.004223077,0.004214185,0.052178253
1996-11-08,730.8199997,6.594167191,0.00435649,0.004347028,0.03787176
1996-11-11,731.8700003,6.595602903,0.001436743,0.001435712,0.020463847
1996-11-12,729.5600002,6.592441613,-0.003156298,-0.00316129,0.03366985
1996-11-13,731.1300004,6.594591283,0.002151982,0.00214967,0.028967713
1996-11-14,735.88,6.601067062,0.006496792,0.006475779,0.01796271
1996-11-15,737.6200001,6.603428787,0.002364516,0.002361725,0.023665302
1996-11-18,737.0200001,6.602615029,-0.000813427,-0.000813758,0.031268759
1996-11-19,742.1599997,6.609564853,0.00697403,0.006949824,0.032369259
1996-11-20,743.9499998,6.611973828,0.002411879,0.002408975,0.039472487
1996-11-21,742.7499997,6.610359514,-0.001613012,-0.001614314,0.037771714
1996-11-22,748.7300001,6.618378438,0.008051162,0.008018924,0.029267849
1996-11-25,757.0300002,6.629402883,0.011085438,0.011024445,0.039172351
1996-11-26,755.9600002,6.627988465,-0.001413418,-0.001414418,0.049777161
1996-11-27,754.9999998,6.626717749,-0.001269909,-0.001270716,0.049677116
1996-11-29,757.0199999,6.629389673,0.002675497,0.002671924,0.051477935
1996-12-02,756.5600002,6.628781843,-0.000607645,-0.00060783,0.059381537
1996-12-03,748.2799996,6.617777239,-0.010944275,-0.011004604,0.066884948
1996-12-04,745.1000003,6.613518438,-0.004249745,-0.004258801,0.059381537
1996-12-05,744.3799999,6.612551657,-0.000966314,-0.000966781,0.061482482
1996-12-06,739.6000004,6.6061095,-0.006421451,-0.006442157,0.068285584
1996-12-09,749.8099999,6.619819841,0.013804759,0.013710341,0.057580719
1996-12-10,747.5400003,6.616787816,-0.003027433,-0.003032025,0.0588813
1996-12-11,740.7299997,6.607636186,-0.009109881,-0.00915163,0.076889495
1996-12-12,729.3299997,6.592126304,-0.015390223,-0.015509882,0.084593007
1996-12-13,728.6400001,6.591179783,-0.000946073,-0.000946521,0.090995907
1996-12-16,720.9800003,6.580611398,-0.010512736,-0.010568385,0.1
1996-12-17,726.0400002,6.58760511,0.007018225,0.006993712,0.087794452
1996-12-18,731.5399999,6.595151901,0.00757534,0.007546791,0.074288313
1996-12-19,745.7600003,6.614403833,0.019438445,0.019251932,0.067785357
1996-12-20,748.8700002,6.618565404,0.004170242,0.004161571,0.068585721
1996-12-23,746.9199997,6.615958084,-0.002603924,-0.00260732,0.075088677
1996-12-24,751.0300002,6.621445598,0.005502598,0.005487514,0.066884948
1996-12-26,755.8200003,6.627803253,0.006377908,0.006357655,0.065984538
1996-12-27,756.7899999,6.629085804,0.001283374,0.001282551,0.071386984
1996-12-30,753.8499998,6.625193409,-0.003884829,-0.003892395,0.075188722
1996-12-31,740.7400003,6.607649687,-0.017390727,-0.017543722,0.089295134
